Name,Type,Cuisine,Area,Address,Phone,Website,Opening Hours,OSM Rating,Latitude,Longitude,Google Maps,Google Rating,Google Reviews,Price Range,Special Notes,Source
Coffeelicious coffee,Restaurant,,Other Dhaka,"1, natok Sharani",+8801615998996,,10:00-22:00,,23.7422338,90.4076085,"https://www.google.com/maps?q=23.7422338,90.4076085",N/A,N/A,N/A,N/A,OpenStreetMap
Cold Stone Creamery,Restaurant,ice_cream,Gulshan,Bir Uttam Mir Shawkat Sarak (Gulshan Ave),,,,,23.7777243,90.4163813,"https://www.google.com/maps?q=23.7777243,90.4163813",N/A,N/A,N/A,N/A,OpenStreetMap
College Canteen,Cafe,,Unknown,,,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Combe Restaurant,Restaurant,chinese,Uttara,"11, Road 6",+8801724965508,,,,23.8604117,90.4009211,"https://www.google.com/maps?q=23.8604117,90.4009211",N/A,N/A,N/A,N/A,OpenStreetMap
Comic Cafe,Restaurant,regional;pizza;burger;pasta;indian;steak_house;chinese,Dhanmondi,"67 (New), Satmasjid Road",,,,,23.749533,90.368793,"https://www.google.com/maps?q=23.749533,90.368793",N/A,N/A,N/A,N/A,OpenStreetMap
Comic Cafe,Restaurant,international,Malibagh,শহীদ বাকি সড়ক,,,,,23.7519375,90.421537,"https://www.google.com/maps?q=23.7519375,90.421537",N/A,N/A,N/A,N/A,OpenStreetMap
Comilla Restaurant,Restaurant,,Mohammadpur,,,,,,23.7592796,90.3623068,"https://www.google.com/maps?q=23.7592796,90.3623068",N/A,N/A,N/A,N/A,OpenStreetMap
Cookers 7,Cafe,,Kalabagan,,,,,,23.7511554,90.3926177,"https://www.google.com/maps?q=23.7511554,90.3926177",N/A,N/A,N/A,N/A,OpenStreetMap
Cookspace,Restaurant,,Unknown,"79, Gulshan Avenue",,https://cookspace.co/,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Cooper's,Bakery / Pastry Shop,Café / Bakery / Dessert,Mirpur-10,"Section 6, Dhaka 1216",+880 1709-631166,N/A,7:00 AM – 11:00 PM,N/A,23.8101,90.3637,N/A,4.3,104,,"Cakes, cookies, brownies, pastry, fast food",
Cooper's,Bakery / Pastry Shop,Café / Bakery / Dessert,Mirpur-12,"Mirpur-12, Dhaka 1216",+880 1321-150637,N/A,7:00 AM – 11:00 PM,N/A,23.8272,90.3637,N/A,4.3,71,৳৳ Mid-range,"Cakes, pastry, bakery items, small seating",
Cooper's,Bakery / Pastry Shop,Western / Fast Food,Pallabi / Mirpur-11.5,"Begum Rokeya Ave, Dhaka 1216",+880 1730-009518,N/A,7:00 AM – 11:30 PM,N/A,23.8101,90.3637,N/A,4.3,1238,৳৳ Mid-range,"Cakes, pastry, tiramisu, sandwiches",
Cooper's Bakery,Bakery / Pastry Shop,Café / Bakery / Dessert,Mirpur-1,"Zoo Road, Near Sony Cinema Hall",+880 1730-009510,N/A,7:00 AM – 10:30 PM,N/A,23.8009,90.3637,N/A,4.3,413,৳৳ Mid-range,"Cakes, pastry, doughnuts, cookies, bread",
Cooper's Bakery,Bakery / Pastry Shop,Café / Bakery / Dessert,Sector 11,Sonargaon Janapath Rd (House Building),+880 1730-357889,N/A,7:00 AM – 10:30 PM,N/A,23.855,90.404,N/A,4.3,1676,৳৳ Mid-range,"Main Cooper's outlet, cakes, pastry, coffee, doughnuts",
Cooper's Gulshan 2,Bakery / Dessert Shop,Western / Grill & Steak,Gulshan 2,"Road 46, Dhaka 1212",+880 1729-076913,N/A,7:30 AM – 10:30 PM,N/A,,,N/A,4.3,2572,৳৳ Mid-range,"Premium bakery chain, cakes, pastry, sandwiches, BBQ chicken wrap",
Coopers,Cafe,pastry,Dhanmondi,,,,,,23.7465593,90.370823,"https://www.google.com/maps?q=23.7465593,90.370823",N/A,N/A,N/A,N/A,OpenStreetMap
Cp five star,Restaurant,,Other Dhaka,"87, New circular Road",,,,,23.7449451,90.4128554,"https://www.google.com/maps?q=23.7449451,90.4128554",N/A,N/A,N/A,N/A,OpenStreetMap
Cranberry The Dalicatessen,Fast Food,,Elephant Road,"4/14, Shahid Janani Jahanara Imam Sarani",,,10:00-20:00,,23.7347124,90.3849391,"https://www.google.com/maps?q=23.7347124,90.3849391",N/A,N/A,N/A,N/A,OpenStreetMap
Crepe Au Lait,Restaurant,french,Cantonment,,,,,,23.8035869,90.4093106,"https://www.google.com/maps?q=23.8035869,90.4093106",N/A,N/A,N/A,N/A,OpenStreetMap
Cricketers’ Kitchen,Restaurant,,Niketan,,,,,,23.773482,90.4172051,"https://www.google.com/maps?q=23.773482,90.4172051",N/A,N/A,N/A,N/A,OpenStreetMap
Crimson Cup,Restaurant,,Mirpur,,,,,,23.8183663,90.3657313,"https://www.google.com/maps?q=23.8183663,90.3657313",N/A,N/A,N/A,N/A,OpenStreetMap
Crimson cup coffee shop,Cafe,american;breakfast;cake;coffee_shop;donut;grill;mexican;sausage;sandwich;tea,Dhanmondi,Road 27 (New 16),,,,,23.7529055,90.3692795,"https://www.google.com/maps?q=23.7529055,90.3692795",N/A,N/A,N/A,N/A,OpenStreetMap
Crispy restaurant,Restaurant,,Other Dhaka,,,,,,23.6829737,90.4228315,"https://www.google.com/maps?q=23.6829737,90.4228315",N/A,N/A,N/A,N/A,OpenStreetMap
Crown Cafe and Restaurant,Restaurant,regional,Other Dhaka,,,,,,23.853897,90.4034667,"https://www.google.com/maps?q=23.853897,90.4034667",N/A,N/A,N/A,N/A,OpenStreetMap
Crunch Restaurant,Casual Dining,Chinese / Thai / Asian Fusion,Mirpur-2,"Hyperion Ahsan, 5 Rd 1, Dhaka 1216",,N/A,,N/A,23.804,90.3637,N/A,4,67,,"Meatbox, pasta, ramen, burger, seafood rice",
Crush Momo Uttara,Restaurant,chinese,Uttara,"04, গাউসুল আজম এভিনিউ",+8801972-876429,https://ieatery.com.bd/dhaka/uttara/crush-momo-uttara,Mo-Sa 08:00-18:00,,23.8696101,90.3917276,"https://www.google.com/maps?q=23.8696101,90.3917276",N/A,N/A,N/A,N/A,OpenStreetMap
Crush Station,Restaurant,,Malibagh,,,,,,23.7508839,90.4242156,"https://www.google.com/maps?q=23.7508839,90.4242156",N/A,N/A,N/A,N/A,OpenStreetMap
Crust and Beans,Casual Dining,Chinese / Thai / Asian Fusion,Mirpur-12,"Safura Tower, Road-7, Mirpur-12",+880 1406-193398,N/A,12:00 PM – 11:00 PM,N/A,23.8272,90.3637,N/A,4.1,141,,"Nasi goreng, pasta, steak, wings, café vibe",
Cubic Cafe,Cafe,,Mughda,,,,,,23.7401468,90.4278906,"https://www.google.com/maps?q=23.7401468,90.4278906",N/A,N/A,N/A,N/A,OpenStreetMap
Cup of Joy,Restaurant,,Pallabi,,,,,,23.8229093,90.3656868,"https://www.google.com/maps?q=23.8229093,90.3656868",N/A,N/A,N/A,N/A,OpenStreetMap
Cuppa Coffee Lounge,Restaurant,,Gulshan,"Rahima Bhaban, 11, Gulshan-2 Circle",,,,,23.7943066,90.4141637,"https://www.google.com/maps?q=23.7943066,90.4141637",N/A,N/A,N/A,N/A,OpenStreetMap
D'Cups Dine,Restaurant,,Mirpur,,,,,,23.8024126,90.3533609,"https://www.google.com/maps?q=23.8024126,90.3533609",N/A,N/A,N/A,N/A,OpenStreetMap
DFC Fast Food,Fast Food,asian,Other Dhaka,,,,,,23.6928598,90.4510634,"https://www.google.com/maps?q=23.6928598,90.4510634",N/A,N/A,N/A,N/A,OpenStreetMap
DSS Cafe and Restaurant,Restaurant,,Mohammadpur,Begum Rokeya Sharani,,,,,23.7896633,90.3757495,"https://www.google.com/maps?q=23.7896633,90.3757495",N/A,N/A,N/A,N/A,OpenStreetMap
DUCSU Cafeteria,Cafe,,Elephant Road,,,,Su-Th 08:00-20:00,,23.7340162,90.3937854,"https://www.google.com/maps?q=23.7340162,90.3937854",N/A,N/A,N/A,N/A,OpenStreetMap
"Dadur Dokan, kabi sufia kamal hall",Restaurant,,Other Dhaka,,,,,,23.7261424,90.4050109,"https://www.google.com/maps?q=23.7261424,90.4050109",N/A,N/A,N/A,N/A,OpenStreetMap
Daily Dose Kitchen,Restaurant,,Pallabi,,+8801759232965,,Mo-Su 11:00-23:00,,23.8210524,90.3654309,"https://www.google.com/maps?q=23.8210524,90.3654309",N/A,N/A,N/A,N/A,OpenStreetMap
Daily Fried Chicken Store,Fast Food,,Gulshan,,,,,,23.7766867,90.4265468,"https://www.google.com/maps?q=23.7766867,90.4265468",N/A,N/A,N/A,N/A,OpenStreetMap
Daniyal Food & Cafe,Restaurant,chinese,Mohammadpur,,,,,,23.7796053,90.3708241,"https://www.google.com/maps?q=23.7796053,90.3708241",N/A,N/A,N/A,N/A,OpenStreetMap
Dao Xiang Cun,Restaurant,chinese,Gulshan,,,,,,23.7923986,90.4171521,"https://www.google.com/maps?q=23.7923986,90.4171521",N/A,N/A,N/A,N/A,OpenStreetMap
Darjeeling Momo Station,Fast Food,,Mirpur,,,,,,23.8041241,90.3594633,"https://www.google.com/maps?q=23.8041241,90.3594633",N/A,N/A,N/A,N/A,OpenStreetMap
Dark,Restaurant,,Dhanmondi,Satmasjid Rd,,,Mo-Su 11:00-23:00,,23.7459582,90.371236,"https://www.google.com/maps?q=23.7459582,90.371236",N/A,N/A,N/A,N/A,OpenStreetMap
Darling Point Restaurant,Restaurant,,Hazaribagh,,,,,,23.7388237,90.3741103,"https://www.google.com/maps?q=23.7388237,90.3741103",N/A,N/A,N/A,N/A,OpenStreetMap
Daruchini Food Village,Restaurant,,Pallabi,,,,,,23.8369318,90.3765381,"https://www.google.com/maps?q=23.8369318,90.3765381",N/A,N/A,N/A,N/A,OpenStreetMap
Dastarkhana,Casual Dining,Bengali / Mughlai,Mirpur-10,"House-41, Avenue 5",+880 1873-838883,N/A,6:00 AM – 11:30 PM,N/A,23.8101,90.3637,N/A,4.2,2877,৳৳ Mid-range,"Bengali, Mughlai, kebab, breakfast, tawa fry",
Dawat Restaurant,Restaurant,,Gulshan,,,,,,23.7860218,90.4257504,"https://www.google.com/maps?q=23.7860218,90.4257504",N/A,N/A,N/A,N/A,OpenStreetMap
De Badsha Restaurants,Restaurant,,Motijheel,"28/1/B, Circular Road",,,Mo-Su 07:00-23:00,,23.7304695,90.4161542,"https://www.google.com/maps?q=23.7304695,90.4161542",N/A,N/A,N/A,N/A,OpenStreetMap
De Buraq,Restaurant,,Mirpur,,,,,,23.8134688,90.3699345,"https://www.google.com/maps?q=23.8134688,90.3699345",N/A,N/A,N/A,N/A,OpenStreetMap
Decent Cafe,Cafe,,Motijheel,"144, Motijheel C/A",,,"Mo-We, Fr-Su 08:00-21:00",,23.7301736,90.4167462,"https://www.google.com/maps?q=23.7301736,90.4167462",N/A,N/A,N/A,N/A,OpenStreetMap
Delhi Beryani,Restaurant,,Bashundhara,,,,,,23.811938,90.4234678,"https://www.google.com/maps?q=23.811938,90.4234678",N/A,N/A,N/A,N/A,OpenStreetMap
Delhi Darbar,Fast Food,,Malibagh,Shahid Baki Sarak,,,,,23.7521488,90.4169021,"https://www.google.com/maps?q=23.7521488,90.4169021",N/A,N/A,N/A,N/A,OpenStreetMap
Delhi Darbar,Restaurant,,Mohammadpur,,,,,,23.7675988,90.3582998,"https://www.google.com/maps?q=23.7675988,90.3582998",N/A,N/A,N/A,N/A,OpenStreetMap
Delhi Darbar,Restaurant,international;indian,Dhanmondi,"67 (New), Satmasjid Road",,,,,23.7495366,90.3687022,"https://www.google.com/maps?q=23.7495366,90.3687022",N/A,N/A,N/A,N/A,OpenStreetMap
Delhi Sweets,Fast Food,,Kafrul,,,,,,23.7938827,90.3878112,"https://www.google.com/maps?q=23.7938827,90.3878112",N/A,N/A,N/A,N/A,OpenStreetMap
Delic Dish,Restaurant,,Rampura,,,,,,23.7617162,90.4303531,"https://www.google.com/maps?q=23.7617162,90.4303531",N/A,N/A,N/A,N/A,OpenStreetMap
Delicious,Restaurant,pizza;burger;chicken;sandwich;regional;chinese;italian;thai,Mirpur,,,,,,23.8118828,90.3674877,"https://www.google.com/maps?q=23.8118828,90.3674877",N/A,N/A,N/A,N/A,OpenStreetMap
Delicious Cake & Cafe,Cafe,,Mirpur,,,,,,23.817413,90.3659575,"https://www.google.com/maps?q=23.817413,90.3659575",N/A,N/A,N/A,N/A,OpenStreetMap
Delicious Food Express,Restaurant,,Mohammadpur,,,,,,23.7628309,90.359185,"https://www.google.com/maps?q=23.7628309,90.359185",N/A,N/A,N/A,N/A,OpenStreetMap
Delicious Restaurant,Restaurant,,Mirpur,,,,,,23.8173911,90.3659534,"https://www.google.com/maps?q=23.8173911,90.3659534",N/A,N/A,N/A,N/A,OpenStreetMap
Delicious Restaurant Cake & Cafe,Casual Dining,Bengali / Mughlai,Mirpur-11,"House 18, Block A, Main Road",+880 1978-092709,N/A,11:00 AM – 12:00 AM,N/A,23.8181,90.3637,N/A,4.1,35,,"Thai soup, fried rice, pasta, mutton khichuri",
Delighte Cookies And Sweets,Restaurant,,Malibagh,,,,,,23.7476692,90.4301871,"https://www.google.com/maps?q=23.7476692,90.4301871",N/A,N/A,N/A,N/A,OpenStreetMap
Deloar and Aziz Tea Stall,Cafe,,Elephant Road,,,,,,23.7341868,90.383565,"https://www.google.com/maps?q=23.7341868,90.383565",N/A,N/A,N/A,N/A,OpenStreetMap
Dental Cafeteria,Restaurant,,Kafrul,Mirpur 14,,,,,23.7985644,90.387321,"https://www.google.com/maps?q=23.7985644,90.387321",N/A,N/A,N/A,N/A,OpenStreetMap
Deshbandhu Sweetmeat and Restaurant,Restaurant,,Motijheel,Toyenbee Road,,,,,23.721702,90.4210878,"https://www.google.com/maps?q=23.721702,90.4210878",N/A,N/A,N/A,N/A,OpenStreetMap
Deshi Ahar,Restaurant,,Mirpur,,,,,,23.8030166,90.3700962,"https://www.google.com/maps?q=23.8030166,90.3700962",N/A,N/A,N/A,N/A,OpenStreetMap
Deshi ahar,Restaurant,,Mirpur,"10/B 18/1, A",,,,,23.8082743,90.3724136,"https://www.google.com/maps?q=23.8082743,90.3724136",N/A,N/A,N/A,N/A,OpenStreetMap
Dessert Delight,Bakery / Pastry Shop,Café / Bakery / Dessert,Pallabi / Mirpur-11.5,"2/12, Pallabi Bus Stand, Mirpur-11.5",+880 1958-482865,N/A,10:00 AM – 11:00 PM,N/A,23.8101,90.3637,N/A,4,49,,"Cakes, mousse, doughnuts, croissant, fast food",
Dhaba,Restaurant,indian,Dhanmondi,"54, Road 10A",+880 1783-391571,,,,23.7461357,90.3717706,"https://www.google.com/maps?q=23.7461357,90.3717706",N/A,N/A,N/A,N/A,OpenStreetMap
Dhaka Biriyani,Restaurant,,Dhanmondi,,,,,,23.7499576,90.3866885,"https://www.google.com/maps?q=23.7499576,90.3866885",N/A,N/A,N/A,N/A,OpenStreetMap
Dhaka Hotel and Restaurant,Restaurant,asian;kebab;chicken,Malibagh,,,,,,23.7461107,90.4280113,"https://www.google.com/maps?q=23.7461107,90.4280113",N/A,N/A,N/A,N/A,OpenStreetMap
Dhaka Kabab Ghor,Food Court,,Eskaton,,,,,,23.7508345,90.4091425,"https://www.google.com/maps?q=23.7508345,90.4091425",N/A,N/A,N/A,N/A,OpenStreetMap
Dhaka Misti Ghor,Restaurant,,Old Dhaka,"9/1, Kazi Alauddin Road",,,,,23.7192979,90.406853,"https://www.google.com/maps?q=23.7192979,90.406853",N/A,N/A,N/A,N/A,OpenStreetMap
Dhaka State College cantin,Restaurant,,Unknown,,,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Dhaka University Snacks,Cafe,chicken;burger;tea;coffee,Unknown,,,,"Mo-Th,Sa-Su 10:00-21:00; Fr off",,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Dhakaiya Khandani Kebab,Restaurant,,Mirpur,,,,,,23.7977043,90.3646891,"https://www.google.com/maps?q=23.7977043,90.3646891",N/A,N/A,N/A,N/A,OpenStreetMap
Dhakaiya Muri Vorta,Restaurant,,Mohammadpur,,,,,,23.7633848,90.3612721,"https://www.google.com/maps?q=23.7633848,90.3612721",N/A,N/A,N/A,N/A,OpenStreetMap
Dhali Dining,Biriyani House,Bengali / Mughlai,Sector 11,45 Gareeb-e-Newaz Ave,+880 1682-670012,N/A,11:00 AM – 10:00 PM,N/A,23.855,90.404,N/A,4.3,11,,"Kacchi biriyani specialist, authentic",
Dhanmondi Party Center,Restaurant,,Unknown,"107 (New), 9/A",,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Dhanshiri,Restaurant,,Gulshan,,,,,,23.7947496,90.4134561,"https://www.google.com/maps?q=23.7947496,90.4134561",N/A,N/A,N/A,N/A,OpenStreetMap
Dhong Dhong Cafe,Cafe,,Mirpur,,,,,,23.8098513,90.3645381,"https://www.google.com/maps?q=23.8098513,90.3645381",N/A,N/A,N/A,N/A,OpenStreetMap
Dhoni,Restaurant,,Banani,,,,,,23.7943687,90.4036636,"https://www.google.com/maps?q=23.7943687,90.4036636",N/A,N/A,N/A,N/A,OpenStreetMap
Diabari Hotel & Restaurant,Restaurant,,Other Dhaka,,,,,,23.797356,90.3406137,"https://www.google.com/maps?q=23.797356,90.3406137",N/A,N/A,N/A,N/A,OpenStreetMap
Digger,Restaurant,,Malibagh,,,,,,23.751434,90.4240193,"https://www.google.com/maps?q=23.751434,90.4240193",N/A,N/A,N/A,N/A,OpenStreetMap
Dim Sum Town,Casual Dining,Japanese / Korean,Sector 11,"House 24, Level 3, Road 10/B, Gareeb-e-Newaz",+880 1721-078111,N/A,12:00 PM – 10:30 PM,N/A,23.855,90.404,N/A,4.5,985,৳৳ Mid-range,"Pan-Asian, dim sum, tom yum, calamari, popular",
Dining Room,Restaurant,,New Market,dhaka college campus path,,,,,23.735115,90.3800085,"https://www.google.com/maps?q=23.735115,90.3800085",N/A,N/A,N/A,N/A,OpenStreetMap
Dip Fry and Steak,Steakhouse,Western / Grill & Steak,Sector 7,"House 05, Level 02, 15 Rabindra Sarani",+880 1730-393192,N/A,12:00 PM – 11:00 PM,N/A,23.869,90.393,N/A,4.4,220,,"Steaks, ribs, jerk chicken, budget-friendly steak",
Dip In,Fast Food,,Rampura,,,,,,23.7620938,90.430717,"https://www.google.com/maps?q=23.7620938,90.430717",N/A,N/A,N/A,N/A,OpenStreetMap
Disney Dine,Restaurant,,Mohammadpur,,,,,,23.7625224,90.3586719,"https://www.google.com/maps?q=23.7625224,90.3586719",N/A,N/A,N/A,N/A,OpenStreetMap
Doi Fuska,Fast Food,,Mirpur,,,,,,23.8049771,90.3605808,"https://www.google.com/maps?q=23.8049771,90.3605808",N/A,N/A,N/A,N/A,OpenStreetMap
Doi Hat Misti Bazar,Fast Food,,Bashundhara,,,,,,23.812021,90.4222301,"https://www.google.com/maps?q=23.812021,90.4222301",N/A,N/A,N/A,N/A,OpenStreetMap
Doi Heritage Of Bogra,Restaurant,,Mohammadpur,,,,,,23.7610379,90.3617227,"https://www.google.com/maps?q=23.7610379,90.3617227",N/A,N/A,N/A,N/A,OpenStreetMap
Dokhina Kitchen,Restaurant,,Malibagh,,,,,,23.7475908,90.4289784,"https://www.google.com/maps?q=23.7475908,90.4289784",N/A,N/A,N/A,N/A,OpenStreetMap
Domino's,Fast Food,pizza,Gulshan,,,,,,23.7900815,90.4108396,"https://www.google.com/maps?q=23.7900815,90.4108396",N/A,N/A,N/A,N/A,OpenStreetMap
Domino's,Fast Food,pizza,Uttara,"House-1, Road-13, Sector-13, Gareeb-e-Nawaz Avenue",09678-216656,https://m.dominos.com.bd/,sa-fr 11.00-22.00,,23.8732775,90.3906692,"https://www.google.com/maps?q=23.8732775,90.3906692",N/A,N/A,N/A,N/A,OpenStreetMap
Domino's,Fast Food,pizza,Bashabo,"1, Bashabo-Madartek Road",+8809612216656,https://m.dominos.com.bd/,Mo-Su 11:00-23:00,,23.7407712,90.4344348,"https://www.google.com/maps?q=23.7407712,90.4344348",N/A,N/A,N/A,N/A,OpenStreetMap
Domino's Gulshan-1,Fast Food,pizza,Gulshan,,,,,,23.7752768,90.4160752,"https://www.google.com/maps?q=23.7752768,90.4160752",N/A,N/A,N/A,N/A,OpenStreetMap
Domino's Pizza,Restaurant,,Mohammadpur,,,,,,23.7683486,90.3582767,"https://www.google.com/maps?q=23.7683486,90.3582767",N/A,N/A,N/A,N/A,OpenStreetMap
Domino's Pizza,Fast Food,,Uttara,"1, সড়ক ১৩",+8809678-216656,http://dominos.com.bd,Mo-Su 11:00-01:00,,23.8682796,90.403558,"https://www.google.com/maps?q=23.8682796,90.403558",N/A,N/A,N/A,N/A,OpenStreetMap
Domino's Pizza Gulshan 1,Pizza Restaurant,Western / Continental,Gulshan 1,"Road 03, Dhaka 1212",+880 9678-216656,N/A,11:00 AM – 1:00 AM,N/A,,,N/A,4.3,844,৳৳ Mid-range,"Pizza chain, chicken dominator, chocolate lava cake, late night",
Domino's Pizza Uttara,Pizza Restaurant,Western / Fast Food,Sector 11,"House-1, Road-13, Gareeb-e-Newaz",+880 9678-216656,N/A,11:00 AM – 1:00 AM,N/A,23.855,90.404,N/A,4.2,2372,৳৳ Mid-range,"International pizza chain, chocolate lava cake",
Domino's pizza,Restaurant,,Other Dhaka,,,,,,23.7416839,90.4104835,"https://www.google.com/maps?q=23.7416839,90.4104835",N/A,N/A,N/A,N/A,OpenStreetMap
Dominoz's pizza,Restaurant,pizza,Unknown,"12/A, 6/57, Pallabi, Mirpur 12",01958136125,https://m.dominos.com.bd/,Mo-Su 11:00-01:00,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Domino’s Pizza,Restaurant,,Mirpur,Zoo road,09612-216656,https://dominos.com.bd,Mo-Su 11:00-23:00,,23.8009172,90.3540843,"https://www.google.com/maps?q=23.8009172,90.3540843",N/A,N/A,N/A,N/A,OpenStreetMap
Dominus Pizza,Restaurant,pizza,Other Dhaka,,,,,,23.7383716,90.3776432,"https://www.google.com/maps?q=23.7383716,90.3776432",N/A,N/A,N/A,N/A,OpenStreetMap
Dosa Express,Restaurant,indian,Other Dhaka,,,,,,23.7420463,90.4100223,"https://www.google.com/maps?q=23.7420463,90.4100223",N/A,N/A,N/A,N/A,OpenStreetMap
Dosa Express Pallabi,Restaurant,,Mirpur,,,,,,23.819984,90.364655,"https://www.google.com/maps?q=23.819984,90.364655",N/A,N/A,N/A,N/A,OpenStreetMap
Dosa Hut,Restaurant,,Mohammadpur,,,,,,23.7683977,90.3583489,"https://www.google.com/maps?q=23.7683977,90.3583489",N/A,N/A,N/A,N/A,OpenStreetMap
Dosa King,Restaurant,,Pallabi,,,,,,23.836216,90.3766399,"https://www.google.com/maps?q=23.836216,90.3766399",N/A,N/A,N/A,N/A,OpenStreetMap
Dough Diaries,Cafe,,Unknown,,,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Dour er Upor Tea Stall,Tea Stall / Tea House,Tea & Beverages,Sector 7,"2 Rabindra Sarani, Uttara",+880 1776-338788,N/A,Open daily,N/A,23.869,90.393,N/A,4.6,43,,"100+ tea varieties, herbal fruit teas, unique names, story-driven",
Down Town,Restaurant,,Mohammadpur,,,,,,23.759975,90.3667036,"https://www.google.com/maps?q=23.759975,90.3667036",N/A,N/A,N/A,N/A,OpenStreetMap
Dream Cafe,Casual Dining,Café / Bakery / Dessert,Mirpur (Mazar Rd),"116 Mazar Rd, Dhaka 1216",+880 1319-240502,N/A,11:00 AM – 11:00 PM,N/A,23.7906,90.3637,N/A,4.2,467,৳৳ Mid-range,"Aesthetic café, kebab platter, multi-cuisine",
Drips Bakery & Cafe,Restaurant,,Unknown,,,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Dudok Canteen,Restaurant,indian,Other Dhaka,,,,,,23.7355828,90.4062913,"https://www.google.com/maps?q=23.7355828,90.4062913",N/A,N/A,N/A,N/A,OpenStreetMap
Dumplings xpress,Restaurant,,Mohammadpur,,,,,,23.7624212,90.3615081,"https://www.google.com/maps?q=23.7624212,90.3615081",N/A,N/A,N/A,N/A,OpenStreetMap
Durga Hotel,Restaurant,,Lalbagh,,,,,,23.7230075,90.3894209,"https://www.google.com/maps?q=23.7230075,90.3894209",N/A,N/A,N/A,N/A,OpenStreetMap
Dynamic Food Court,Cafe,,Unknown,,,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Délifrance,Restaurant,,Banani,,,,,,23.7913309,90.4017855,"https://www.google.com/maps?q=23.7913309,90.4017855",N/A,N/A,N/A,N/A,OpenStreetMap
Döner's,Kebab / Turkish / Middle Eastern,Turkish / Middle Eastern,Banani (Gulshan adj.),"House-134, Road-13, Block-E",+880 1728-226139,N/A,12:00 PM – 6:00 AM,N/A,,,N/A,4.6,52,,"Cheesy beef shawarma, juicy kebabs, late night, cozy",
EL TURKITO,Restaurant,,Other Dhaka,,,,,,23.7417129,90.4107531,"https://www.google.com/maps?q=23.7417129,90.4107531",N/A,N/A,N/A,N/A,OpenStreetMap
ELEVEN,Restaurant,,Gulshan,,,,,,23.7904562,90.4057088,"https://www.google.com/maps?q=23.7904562,90.4057088",N/A,N/A,N/A,N/A,OpenStreetMap
EVVIVA Italian Ristorant,Restaurant,,Banani,,,,,,23.7913064,90.4015655,"https://www.google.com/maps?q=23.7913064,90.4015655",N/A,N/A,N/A,N/A,OpenStreetMap
Eat & Fit,Restaurant,,Mirpur,,,http://eatandfitbd.com/index,Sa-Fr 10:00-20:00,,23.8065564,90.3671287,"https://www.google.com/maps?q=23.8065564,90.3671287",N/A,N/A,N/A,N/A,OpenStreetMap
Eat Fresh,Restaurant,regional,Unknown,,,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Eat and Enjoy,Restaurant,,Malibagh,,,,,,23.7504291,90.4162675,"https://www.google.com/maps?q=23.7504291,90.4162675",N/A,N/A,N/A,N/A,OpenStreetMap
Edge Cafe,Cafe,,Bashundhara,,,,,,23.8123571,90.4247921,"https://www.google.com/maps?q=23.8123571,90.4247921",N/A,N/A,N/A,N/A,OpenStreetMap
Edibowl,Restaurant,,Mirpur,,,,,,23.8183724,90.3657661,"https://www.google.com/maps?q=23.8183724,90.3657661",N/A,N/A,N/A,N/A,OpenStreetMap
Ek Cup Cha,Cafe,,Mirpur,,,,,,23.8102226,90.3615403,"https://www.google.com/maps?q=23.8102226,90.3615403",N/A,N/A,N/A,N/A,OpenStreetMap
Ekushey Voj Restaurant,Casual Dining,Bengali / Mughlai,Sector 4,"Service Road, Dhaka 1230",+880 1731-504340,N/A,7:00 AM – 12:00 AM,N/A,23.859,90.403,N/A,3.9,638,৳৳ Mid-range,"Bengali, deshi, halim, breakfast, local favourite, 24/7",
Elegant Cafe,Cafe,,Mirpur,5th floor,,,,,23.8087207,90.3678928,"https://www.google.com/maps?q=23.8087207,90.3678928",N/A,N/A,N/A,N/A,OpenStreetMap
Element,Restaurant,,Shahbagh,,,,,,23.7411223,90.3965949,"https://www.google.com/maps?q=23.7411223,90.3965949",N/A,N/A,N/A,N/A,OpenStreetMap
Enayet Fuchka Shop,Restaurant,regional;Fuchka,Demra,,,,,,23.7014119,90.4473661,"https://www.google.com/maps?q=23.7014119,90.4473661",N/A,N/A,N/A,N/A,OpenStreetMap
Engineer's 99 Food Cart,Food Court,,Mirpur,,,,,,23.8067998,90.374983,"https://www.google.com/maps?q=23.8067998,90.374983",N/A,N/A,N/A,N/A,OpenStreetMap
Enjoy Fast Food & Restaurant,Restaurant,indian,Other Dhaka,,,,,,23.7337002,90.4080883,"https://www.google.com/maps?q=23.7337002,90.4080883",N/A,N/A,N/A,N/A,OpenStreetMap
Eric's Bistro cafe Gallery,Cafe,,Dhanmondi,,,,,,23.7423726,90.3823536,"https://www.google.com/maps?q=23.7423726,90.3823536",N/A,N/A,N/A,N/A,OpenStreetMap
